predicate_raw,memories,relation_type,arity,similarity
blood_pressure_monitoring_frequency,1,other,unknown,0.148
blood_glucose_monitor,1,other,unknown,0.210
blogging_plans,1,planned_event,event,0.348
blog_post_workflow,1,other,unknown,0.185
blog_focus,1,other,unknown,0.278
blog_campaign,1,other,unknown,0.257
bitters_recommendation,1,recommended,speech,0.260
bitters_owned,1,owns,set,0.333
birthday_party_venue_ideas,1,other,unknown,0.327
birthday_gift,1,milestone,event,0.456
birthday_celebration,1,milestone,event,0.547
birth_date,1,event_occurred,event,0.425
birdwatching_tours,1,other,unknown,0.338
birdwatching_tour_duration,1,other,unknown,0.270
birdwatching_ranking,1,other,unknown,0.327
birdwatching_equipment,1,owns,set,0.294
birding_trip,1,visited,set,0.376
birding_tools,1,other,unknown,0.296
birding_skill_level,1,other,unknown,0.275
birding_sightings,1,other,unknown,0.289
birding_journal_stats,1,other,unknown,0.258
birding_apps,1,other,unknown,0.252
biotech_platform,1,other,unknown,0.205
binoculars,1,other,unknown,0.278
binge_watching_habit,1,routine,single,0.479
biking_glove_models,1,other,unknown,0.208
biking_glove_brands,1,other,unknown,0.243
bike_wheel_recommendations,1,recommended,speech,0.201
bike_upgrades,1,other,unknown,0.162
bike_trail_resources,1,other,unknown,0.175
bike_stand_recommendation,1,recommended,speech,0.112
bike_sharing_system,1,other,unknown,0.227
bike_share_program,1,other,unknown,0.167
bike_share_pricing,1,other,unknown,0.190
bike_share_perks,1,other,unknown,0.268
bike_routes,1,other,unknown,0.292
bike_rental_recommendations,1,recommended,speech,0.182
bike_rental_options,1,other,unknown,0.173
bike_recovery_recommendation,1,recommended,speech,0.187
bike_recommendations,1,recommended,speech,0.228
bike_rack_recommendation,1,recommended,speech,0.169
bike_pedals,1,other,unknown,0.180
bike_ownership,1,owns,set,0.566
bike_owned,1,owns,set,0.509
bike_mount_recommendation,1,recommended,speech,0.163
bike_lock_recommendation,1,recommended,speech,0.161
bike_light_recommendation,1,recommended,speech,0.192
bike_insurance_recommendation,1,recommended,speech,0.183
bike_fitting_resource,1,other,unknown,0.146
bike_computer_recommendation,1,recommended,speech,0.236
bike_color_scheme,1,other,unknown,0.142
bike_accessory,1,other,unknown,0.300
bidding_details,1,other,unknown,0.235
bidding_activity,1,other,unknown,0.227
bicycles_owned,1,owns,set,0.454
bicycles,1,other,unknown,0.272
bicycle_upgrades,1,other,unknown,0.185
bible_study_topic,1,other,unknown,0.303
bible_study_schedule,1,routine,single,0.279
bible_study_history,1,event_occurred,event,0.336
beverage_preferences,1,prefers,single,0.440
beverage_preference,1,prefers,single,0.446
beverage_habit,1,routine,single,0.344
beta_reading,1,read,set,0.477
best_surfing_location,1,other,unknown,0.276
best_friend_status,1,knows_person,set,0.483
best_friend_plans,1,planned_event,event,0.357
best_friend_communication,1,knows_person,set,0.464
behavioral_economics,1,financial_activity,set,0.395
beginner_programming_languages,1,other,unknown,0.168
beginner_game_engines,1,other,unknown,0.187
beginner_coding_resources,1,other,unknown,0.174
beeswax_wrap_maintenance,1,other,unknown,0.122
beer_preference,1,prefers,single,0.398
bedtime_wind_down,1,other,unknown,0.264
bedtime_tea,1,other,unknown,0.286
bedtime_rule,1,other,unknown,0.312
bedtime_reminder,1,routine,single,0.450
bedtime_habits,1,routine,single,0.589
bedside_lamp_bulb_lifespan,1,other,unknown,0.163
bedroom_plans,1,planned_event,event,0.334
bedroom_lighting,1,other,unknown,0.196
bedroom_lamp_recommendations,1,recommended,speech,0.268
bedroom_lamp_bulb,1,other,unknown,0.183
bedroom_humidifier,1,other,unknown,0.205
beauty_retailers,1,other,unknown,0.243
bbq_sauce_recommendation,1,recommended,speech,0.287
bbq_sauce_choice,1,other,unknown,0.281
bbq_playlist,1,other,unknown,0.317
bbq_plans,1,planned_event,event,0.319
bbq_interests,1,other,unknown,0.278
bbq_games,1,other,unknown,0.275
battery_specs,1,other,unknown,0.172
battery_case_brand_recommendations,1,recommended,speech,0.161
bathroom_scale,1,other,unknown,0.193
bathroom_organization,1,other,unknown,0.300
bathroom_mat,1,other,unknown,0.161
bathroom_light_fixture,1,other,unknown,0.146
bathroom_floor_material,1,other,unknown,0.165
bath_schedule,1,routine,single,0.272
basketball_shoe_recommendations,1,recommended,speech,0.204
basketball_league_recommendations,1,recommended,speech,0.360
basketball_league_interest,1,other,unknown,0.250
bar_supplies,1,other,unknown,0.298
band_membership,1,listened_to,set,0.399
band_members,1,other,unknown,0.305
band_history,1,event_occurred,event,0.332
band_finding_resources,1,listened_to,set,0.408
bamboo_straw_recommendations,1,recommended,speech,0.189
ballet_dancer_themes,1,other,unknown,0.188
ballet_dancer_symbolism,1,other,unknown,0.173
ballet_dancer_character_symbolism,1,other,unknown,0.149
baking_recommendations,1,recommended,speech,0.406
baking_projects,1,cooked,set,0.412
baking_preference,1,cooked,set,0.417
baking_ingredients,1,cooked,set,0.490
baking_habit,1,routine,single,0.404
baking_frequency,1,other,unknown,0.278
baking_attempts,1,other,unknown,0.345
bake_sale_collaborators,1,other,unknown,0.310
bag_inventory,1,owns,set,0.399
backyard_dimensions,1,other,unknown,0.278
backup_system,1,other,unknown,0.221
backup_storage,1,other,unknown,0.229
backup_software_recommendations,1,recommended,speech,0.279
backup_history,1,event_occurred,event,0.279
backup_hardware,1,other,unknown,0.176
back_pain_exercises,1,other,unknown,0.173
baby_shower_planning,1,other,unknown,0.339
baby_shower_photo_props,1,other,unknown,0.204
baby_shower_menu,1,other,unknown,0.288
baby_shower_games,1,other,unknown,0.224
baby_shower_display,1,other,unknown,0.218
baby_shower_decorations,1,other,unknown,0.288
baby_name_search,1,other,unknown,0.192
baby_monitor_interest,1,watched,set,0.358
baby_last_name,1,other,unknown,0.241
baby_formula_purchase,1,acquired,set,0.186
baby_carrier_recommendation,1,recommended,speech,0.217
baby_carrier_interest,1,other,unknown,0.308
baby_blanket_details,1,other,unknown,0.184
baby_age,1,other,unknown,0.270
ayurvedic_research_orgs,1,other,unknown,0.229
ayrshire_renewable_facilitators,1,other,unknown,0.231
aws_configuration,1,other,unknown,0.131
awards,1,other,unknown,0.343
avocado_toast_spots,1,other,unknown,0.226
average_grocery_spend,1,financial_activity,set,0.399
autox_participation,1,other,unknown,0.264
autox_locations,1,other,unknown,0.211
automotive_activities,1,drives,single,0.422
autocross_performance,1,other,unknown,0.143
autocross_participation,1,other,unknown,0.251
author_work,1,works_as,single,0.479
author_recommendation,1,recommended,speech,0.450
author_bibliography,1,other,unknown,0.343
authentication_service_recommendation,1,recommended,speech,0.413
authentication_recommendation,1,recommended,speech,0.375
australian_special_forces_history,1,event_occurred,event,0.161
australian_army_equipment,1,owns,set,0.273
australia_fertility_rate,1,other,unknown,0.254
australia_dependency_ratio,1,other,unknown,0.165
audition_interests,1,other,unknown,0.324
audiovisual_project_payment_schedule,1,routine,single,0.272
audiovisual_project_cost,1,other,unknown,0.230
audiobooks_to_read,1,read,set,0.498
audiobooks_to_buy,1,listened_to,set,0.355
audiobooks_read,1,read,set,0.520
audiobooks_planned,1,listened_to,set,0.366
audiobooks_listening,1,listened_to,set,0.460
audiobooks_in_progress,1,listened_to,set,0.371
audiobook_recommendation,1,recommended,speech,0.400
audiobook_queue,1,listened_to,set,0.361
audiobook_preference,1,other,unknown,0.341
audiobook_platform,1,other,unknown,0.308
audiobook_listening,1,listened_to,set,0.442
audiobook_habit,1,routine,single,0.357
audiobook_app,1,other,unknown,0.309
audiobook,1,listened_to,set,0.370
audio_software,1,other,unknown,0.310
audio_equipment_recommendation,1,recommended,speech,0.324
audience_polls,1,other,unknown,0.290
audience_activity_time,1,watched,set,0.373
auction_purchase,1,acquired,set,0.445
attractions_visited,1,visited,set,0.639
attraction_info,1,other,unknown,0.331
attachment_style,1,other,unknown,0.209
athletic_wear_recommendation,1,recommended,speech,0.261
asylum_process,1,other,unknown,0.243
asylum_interview_prep,1,other,unknown,0.236
astronomy_resource_url,1,other,unknown,0.147
assistant_values,1,explained,speech,0.444
assistant_urbanization_advice,1,recommended,speech,0.428
assistant_urban_planning_advice,1,recommended,speech,0.457
assistant_tools,1,uses_tool,single,0.534
assistant_summary,1,explained,speech,0.663
assistant_service,1,recommended,speech,0.513
assistant_recipe_recommendations,1,recommended,speech,0.557
assistant_ra_advice,1,recommended,speech,0.515
assistant_program,1,recommended,speech,0.517
assistant_plant_advice,1,recommended,speech,0.432
assistant_numerology_advice,1,recommended,speech,0.337
assistant_lifestyle,1,recommended,speech,0.483
assistant_hobbies,1,practises_hobby,set,0.512
assistant_handbag_brand_recommendations,1,recommended,speech,0.342
assistant_framework,1,recommended,speech,0.512
assistant_favorite_food,1,recommended,speech,0.483
assistant_experience,1,recommended,speech,0.520
assistant_decor_preference,1,recommended,speech,0.490
assistant_creation,1,explained,speech,0.559
assistant_bag_recommendations,1,recommended,speech,0.479
asmr_consumption,1,other,unknown,0.161
artwork_promotion_platforms,1,other,unknown,0.224
artwork_arrangement,1,other,unknown,0.167
artists_to_check_out,1,listened_to,set,0.398
artists_listened,1,listened_to,set,0.599
artist_group,1,other,unknown,0.238
artifact_interest,1,other,unknown,0.278
art_viewed,1,other,unknown,0.286
art_techniques,1,other,unknown,0.198
art_supply_store_recommendations,1,recommended,speech,0.301
art_supplies_recommendation,1,recommended,speech,0.327
art_studio_location,1,other,unknown,0.226
art_software,1,other,unknown,0.317
art_purchase_platforms,1,other,unknown,0.240
art_print_details,1,other,unknown,0.136
art_learning_recommendations,1,recommended,speech,0.403
art_interests,1,other,unknown,0.349
art_inspiration,1,other,unknown,0.230
art_facts,1,other,unknown,0.240
art_exhibits_seen,1,other,unknown,0.313
art_display,1,other,unknown,0.140
art_competition_goal,1,current_goal,single,0.410
art_community_recommendations,1,recommended,speech,0.403
art_classes,1,other,unknown,0.273
art_activities,1,practises_hobby,set,0.506
arrival_airport,1,other,unknown,0.256
arrabbiata_sauce_recipe,1,other,unknown,0.306
arena_television_status,1,other,unknown,0.220
arena_television_directors,1,other,unknown,0.246
ardabil_restaurants,1,ate_at,set,0.454
archiving_method,1,other,unknown,0.204
aquarium_test_kit_recommendation,1,recommended,speech,0.175
aquarium_size,1,other,unknown,0.274
aquarium_plants,1,grows,set,0.414
aquarium_plant_recommendation,1,recommended,speech,0.366
aquarium_plans,1,planned_event,event,0.318
aquarium_pets,1,owns_pet,single,0.437
aquarium_maintenance,1,other,unknown,0.200
aquarium_lighting,1,other,unknown,0.140
aquarium_keeping_experience,1,other,unknown,0.261
aquarium_heater,1,other,unknown,0.168
aquarium_fish,1,other,unknown,0.184
aquarium_equipment,1,owns,set,0.251
aquarium_additions,1,other,unknown,0.197
apps_to_check,1,other,unknown,0.276
apps_installed,1,other,unknown,0.341
apps,1,used_service,set,0.412
appraiser_recommendations,1,recommended,speech,0.360
appraiser_marketplace,1,other,unknown,0.254
appraisal_recommendation,1,recommended,speech,0.424
appraisal_model_preference,1,prefers,single,0.419
appointments,1,attended,set,0.434
applicant_vitals,1,other,unknown,0.265
applicant_profile,1,other,unknown,0.247
applicant_exercise,1,other,unknown,0.262
appliances,1,other,unknown,0.307
app_usage,1,used_service,set,0.540
app_support_start_date,1,other,unknown,0.257
app_subscription_tier,1,used_service,set,0.537
app_recommendations,1,recommended,speech,0.454
app_development,1,other,unknown,0.278
app_architecture,1,other,unknown,0.326
api_preferences,1,prefers,single,0.422
apartment_search_tools,1,other,unknown,0.349
apartment_details,1,lives_in,single,0.522
anxiety_management_techniques,1,other,unknown,0.293
antique_jewelry_display_retailers,1,other,unknown,0.244
antique_collections,1,owns,set,0.421
annual_salary,1,other,unknown,0.223
annual_income,1,financial_activity,set,0.362
ann_arbor_restaurants,1,ate_at,set,0.448
ann_arbor_museums,1,other,unknown,0.339
ann_arbor_cafes,1,other,unknown,0.329
ankle_boot_recommendations,1,recommended,speech,0.216
anime_setting,1,other,unknown,0.247
animal_shelter_staff,1,owns_pet,single,0.422
animal_behavior_documentary_recommendations,1,recommended,speech,0.375
analytics_tools,1,uses_tool,single,0.544
analytics_tool,1,uses_tool,single,0.532
amusement_park_activity,1,practises_hobby,set,0.371
amp_brand_knowledge,1,other,unknown,0.297
alpha_testing_recruitment,1,other,unknown,0.280
album_name,1,other,unknown,0.311
alaska_fishing_recommendation,1,recommended,speech,0.274
alarm_time,1,routine,single,0.380
alarm_clock_setting,1,routine,single,0.370
airport_experience,1,other,unknown,0.280
airline_voucher,1,other,unknown,0.211
airline_usage,1,other,unknown,0.269
airline_travel,1,visited,set,0.411
airline_preference,1,prefers,single,0.364
airline_miles,1,other,unknown,0.218
aircraft_design,1,other,unknown,0.119
ai_research_resources,1,other,unknown,0.282
ai_prompt_preference,1,recommended,speech,0.409
ai_project_labels,1,other,unknown,0.235
ai_project,1,other,unknown,0.272
ai_persona,1,other,unknown,0.287
ai_experience_years,1,other,unknown,0.277
ai_art_project,1,other,unknown,0.235
agritourism_plans,1,planned_event,event,0.314
age_range,1,other,unknown,0.191
aerodynamics_youtube_channel,1,other,unknown,0.165
aerodynamics_resource,1,other,unknown,0.158
adventure_providers,1,other,unknown,0.335
advanced_game_engines,1,other,unknown,0.219
administrative_task,1,explained,speech,0.394
addis_ababa_activities,1,other,unknown,0.268
ad_campaign_request,1,other,unknown,0.296
activity_recommendations,1,recommended,speech,0.503
activity_recommendation,1,recommended,speech,0.462
activity_plans,1,planned_event,event,0.440
activity_plan,1,planned_event,event,0.428
activewear_brand,1,other,unknown,0.329
active_projects,1,current_goal,single,0.437
active_program,1,other,unknown,0.316
active_game,1,current_goal,single,0.392
